tweetid	tweetid-href	tweetername	tweeterhandle	tweetbody	numberoflikes	numberofretweets	timeoftweet	
25. mar.	https://twitter.com/WilkenSkipper/status/845639185952329728	Kasper Skipper	@WilkenSkipper	Kenned fra Banjos Likørstue er ny U19-træner i #ultratwitteragf. pic.twitter.com/B5qGaDeyMB	12	3	1490451067	
24. mar.	https://twitter.com/sorenk89/status/845383273983479813	Søren Kristensen	@sorenk89	Meget klassisk. Vildt at tro på oprykning allerede i 2018 #ultratwitteragf #sldkhttps://twitter.com/wihrenfeldt/status/845257259550674946 …	1	0	1490390053	
24. mar.	https://twitter.com/jacobsejer/status/845355127389204480	Jacob Sejer	@jacobsejer	"Nu han er tilbage i DK - Nogen der ved, om Mike Tullberg giver enetimer i ""scor-et-flot-mål-og-bliv-solgt-til-Italien""? #ultratwitteragf"	0	0	1490383342	
24. mar.	https://twitter.com/Smertestiller/status/845315911775109121	Søren Jakobsen	@Smertestiller	Det hedder realitetssans. Den slags giver de sidste 20 år en. #ksdh #ultratwitteragf	2	0	1490373993	
24. mar.	https://twitter.com/laianders/status/845306208697405440	Anders Lai	@laianders	Storhed på en fredag #ultratwitteragf https://twitter.com/kfrydensbjerg/status/845271228290093056 …	2	0	1490371679	
24. mar.	https://twitter.com/ThomasLund71/status/845273174816292864	Thomas Lund Hansen	@ThomasLund71	Mike Tullberg ny U19-træner i @AGFFodbold. Jeg talte med Mike for et år siden om at være træner #ultratwitteragf http://jyllands-posten.dk/aarhus/sport/ECE8682678/mike-tullberg-ville-bevise-at-han-var-andet-end-saksesparkmaalet-mod-broendby/ …	10	1	1490363803	
24. mar.	https://twitter.com/primdahlen/status/845272575567679490	Nikolaj Primdahl	@primdahlen	Hvis Tullberg kan lære U19-drengene at lave saksespark, så venter millionerne lige om hjørnet. #sldk #ultratwitteragf https://twitter.com/agffodbold/status/845270865352773636 …	5	0	1490363661	
24. mar.	https://twitter.com/KFrydensbjerg/status/845271228290093056	Kenneth Frydensbjerg	@KFrydensbjerg	I anledning af Mike Tullbergs ansættelse som U19-træner i @AGFFodbold: https://www.youtube.com/watch?v=flLh3CiaoNk … Og så mod Brøndby. Perfekt! #ultratwitteragf	9	0	1490363339	
24. mar.	https://twitter.com/AGFFodbold/status/845270865352773636	AGF	@AGFFodbold	Det bliver en velkendt skikkelse, der fra sommer skal stå i spidsen for vores U19 hold. http://www.agf.dk/klubben/nyhedsarkiv/2017/marts/mike-tullberg-ny-u19-traener/ … #ksdh #ultratwitteragf	31	4	1490363253	
24. mar.	https://twitter.com/jlilmoes/status/845264557656461312	Jonathan Lilmoes	@jlilmoes	http://www.bold.dk/fodbold/nyheder/mike-tullberg-bliver-u19-traener-i-agf/ … Så skal der trænes saksespark, drenge! #ultratwitteragf	9	1	1490361749	
24. mar.	https://twitter.com/KasparOttosen/status/845262021683761152	Kaspar Ottosen	@KasparOttosen	Tullberg U19træner i AGF. Det kan blive rigtig godt:) #ultratwitteragf #sldk	11	1	1490361144	
24. mar.	https://twitter.com/Allanskoreskole/status/845236056949698560	Allan L. Petersen	@Allanskoreskole	Kom nu .@AGFFodbold Kom nu alle fans #ultratwitteragf Kom nu #ksdh Kom nu #fight Kom nu #blod Kom nu #sved Kom nu #tårer Sammen kan vi alt!pic.twitter.com/eBC5TubyYn	29	3	1490354954	
24. mar.	https://twitter.com/KFrydensbjerg/status/845201245212098564	Kenneth Frydensbjerg	@KFrydensbjerg	Det måtte jo komme... Invitationen til AGFs oprykningsfest 2018. #ultratwitteragf #sldkpic.twitter.com/s5NRtGlUWw	37	15	1490346654	
24. mar.	https://twitter.com/dennisbjerre/status/845183901890859008	Dennis Bjerre	@dennisbjerre	Okay, ro på. Jeg siger ikke at Duncan-tabet er godt for #ultratwitteragf men... med Duncan 0,75 point i snit (20 kampe) Uden Duncan 1,67 (6)	11	1	1490342519	
24. mar.	https://twitter.com/schonbeck1975/status/845160473255297025	Schønbeck	@schonbeck1975	AGF, alle gider finaler, men altså kun finaler #fcklive #fckagf #ultratwitteragf https://twitter.com/tipsbladet/status/844978626680537089 …	1	0	1490336933	
23. mar.	https://twitter.com/jpaarhus/status/844997597580320770	JP Aarhus	@jpaarhus	AGF-fans truer med at blive væk fra Parken http://dlvr.it/NjBwgN  #ultratwitterAGF pic.twitter.com/L2uOnKIpb0	0	0	1490298101	
23. mar.	https://twitter.com/mufcdk/status/844966844972896259	Martin Hansen	@mufcdk	#ultratwitteragf #junkerhttps://twitter.com/DBUfodbold/status/844966101918371840 …	3	0	1490290769	
23. mar.	https://twitter.com/thomashaumann/status/844938663079350272	Thomas Haumann	@thomashaumann	jeg gør ikke,kan ikke nå det, og selv om jeg kunne, så VILLE jeg ikke #boykoteriorden #dbupokal #ultratwitteragf @AGFFanclub	1	0	1490284050	
23. mar.	https://twitter.com/briannormark/status/844931617688862721	Brian Nørmark	@briannormark	Hvem skal med på A11 til Pokalkvartfinale? Jeg kommer #boykoterlatterlig #ultratwitteragf	4	0	1490282370	
23. mar.	https://twitter.com/ToendergadeAGF/status/844918685991145472	Tøndergade	@ToendergadeAGF	det er bedre med Juncker end Duncan. Spillet er anderledes. Lad ham bare være skadet resten af sæsonen #ultratwitteragf	1	0	1490279287	
23. mar.	https://twitter.com/AGFFodbold/status/844914647983689728	AGF	@AGFFodbold	Mikkel Rask har det godt og ser frem til, at der kan arbejdes igennem i landskampspausen. https://youtu.be/tzcgqWz0fx0  #ksdh #ultratwitteragf	5	0	1490278324	
23. mar.	https://twitter.com/laianders/status/844900470112038913	Anders Lai	@laianders	@AGFFodbold mod @SilkeborgIF på communale 10.4 er nu også for børn. Tack som fan #ultratwitteragf #sldk #agfsif	0	0	1490274944	
23. mar.	https://twitter.com/FMHorup/status/844890449018064897	Fodbold med Horup	@FMHorup	Endnu én til skadeslisten i @AGFFodbold: Duncan har fået en fiberskade i baglåret - http://www.tv2oj.dk/artikel/endnu-en-agf-profil-skadet-bliver-et-kaploeb-med-tiden … #ksdh #ultratwitteragf #sldkpic.twitter.com/uBzlC40SIe	1	0	1490272555	
23. mar.	https://twitter.com/tipsbladet/status/844884162087702528	tipsbladet.dk	@tipsbladet	AGF: Kapløb med tiden for at få Duncan klar til næste kamp. #sldk #ultratwitteragf http://www.tipsbladet.dk/nyhed/superliga/agf-kaploeb-med-tiden-faa-duncan-klar-til-naeste-kamp …	0	0	1490271056	
23. mar.	https://twitter.com/StureSandoe/status/844883844109094912	Sture Sandø	@StureSandoe	Er det ikke på grund af #ultratwitteragf, at man udvider Skejby? #sldk	5	1	1490270980	
23. mar.	https://twitter.com/kfriis/status/844879253703462912	Kristoffer Friis	@kfriis	Er der overhovedet plads på lazarettet? #sldk #ultratwitteragf https://twitter.com/jpaarhus/status/844878174492110848 …	0	0	1490269885	
23. mar.	https://twitter.com/jpaarhus/status/844878174492110848	JP Aarhus	@jpaarhus	AGF-chok: Duncan ude med skade forud for slutspillet http://dlvr.it/Nj1Dbg  #ultratwitterAGF pic.twitter.com/1oyWNePZUM	0	0	1490269628	
23. mar.	https://twitter.com/NikiRanch/status/844866049036115968	Niki Ranch	@NikiRanch	Gør plads til Duncan på lazarettet =( #ultratwitteragf http://bit.ly/2nMj6y3 	0	0	1490266737	
23. mar.	https://twitter.com/KFrydensbjerg/status/844865362814390272	Kenneth Frydensbjerg	@KFrydensbjerg	Nej, ikke det at være #ultratwitteragf. Det er stejlt op ad bakke for tiden. Henviste til det tweet jeg troede jeg retweeted..	2	0	1490266573	
23. mar.	https://twitter.com/HolstHaars/status/844863143390064642	Chr. Holst Haarsløv	@HolstHaars	Bare generelt sjovt at være #ultratwitteragf? Jeg kan ikke helt se det...	2	0	1490266044	
23. mar.	https://twitter.com/KFrydensbjerg/status/844862610499518464	Kenneth Frydensbjerg	@KFrydensbjerg	Fandme sjovt #ultratwitteragf	0	0	1490265917	
23. mar.	https://twitter.com/thomashaumann/status/844861508802686976	Thomas Haumann	@thomashaumann	Det er god humor #ultratwitteragf #sldkhttps://twitter.com/JensArnborg/status/844860389317722112 …	0	0	1490265655	
23. mar.	https://twitter.com/thomashaumann/status/844852324375814145	Thomas Haumann	@thomashaumann	Så er billetten til konen og jeg til Viborg kampen købt Kom så de hviii Blod - Sved - Fight - Tåre - SEJR #ultratwitteragf #SLDK #vffAGFpic.twitter.com/ifLgTWOQup	1	0	1490263465	
23. mar.	https://twitter.com/laianders/status/844847893240397824	Anders Lai	@laianders	Imens i Sverige #ultratwitteragf #helsingborgsif #jesperlangepic.twitter.com/doyr0w4UAR	2	0	1490262408	
23. mar.	https://twitter.com/thomashaumann/status/844847306021101573	Thomas Haumann	@thomashaumann	Det er trods alt bedre end fredag kl. 18, mandag kl. 19 og kan jeg heldigvis lige nå. #sldk #ultratwitteragf	0	0	1490262268	
23. mar.	https://twitter.com/ThomasLund71/status/844789683066302464	Thomas Lund Hansen	@ThomasLund71	Byrådsmedlem fra Socialdemokratiet åbner debatten om nyt stadion i Aarhus #ultratwitteragf #sldkhttp://jyllands-posten.dk/aarhus/meninger/breve/ECE9452261/skal-aarhus-have-et-nyt-fodboldstadion/ …	2	0	1490248530	
23. mar.	https://twitter.com/jpaarhus/status/844779037499142145	JP Aarhus	@jpaarhus	Analyse: Direkte stil kan blive en lille fordel for AGF i slutspillet http://dlvr.it/NhtXdN  #ultratwitterAGF pic.twitter.com/zAsSxfUEYZ	0	0	1490245992	
22. mar.	https://twitter.com/laianders/status/844658283797532676	Anders Lai	@laianders	Positive nyheder - ja-hat - ja tak #ultratwitteragf https://twitter.com/bold_agf/status/844646120869576704 …	1	0	1490217202	
22. mar.	https://twitter.com/briannormark/status/844645051657568256	Brian Nørmark	@briannormark	Jeg bliver snart træt af Hr Gravgaard #sldk #ultratwitteragf pic.twitter.com/CJWXZMUJIx	9	2	1490214047	
22. mar.	https://twitter.com/23Nello/status/844635909945470977	Martin Nielsen	@23Nello	Det er den bedste nyhed siden pokalfinalen og før den var der 20 år ned til næstbedste nyhed #ultratwitteragf http://stiften.dk/artikel/443969 	7	2	1490211868	
22. mar.	https://twitter.com/ThuuN87/status/844630933626109954	Dennis Sørensen	@ThuuN87	Det er fint med mandagskampene, indtil nu har vi haft 4 mandagskampe hvor vi har fået 2 sejre og 2 uafgjorte.. #ultratwitteragf	1	0	1490210681	
22. mar.	https://twitter.com/AGFFodbold/status/844628689300176896	AGF	@AGFFodbold	Her er lidt mere om vores kommende program i @Superligaen. #ksdh #ultratwitteragf http://www.agf.dk/klubben/nyhedsarkiv/2017/marts/kampene-i-gruppespillet-er-nu-helt-paa-plads/ …	3	1	1490210146	
22. mar.	https://twitter.com/SLO_AGF/status/844626584418037760	Fankoordinator AGF	@SLO_AGF	Programmet er klar. Hvad er jeres tanker? #ultratwitteragf #agf #ksdh #sldkhttp://www.superliga.dk/artikel/kampprogrammet-runde-27-32-er-klar …	0	0	1490209644	
22. mar.	https://twitter.com/DanniPaulsen/status/844622881254526978	Danni Paulsen	@DanniPaulsen	Det bliver en lang proces, men i aften kom Aarhus et babyskridt nærmere et nyt fodboldstadion #sldk #ultratwitteragf http://aarhus.lokalavisen.dk/aarhus-er-et-meget-lille-skridt-naermere-nyt-fodboldstadion-/Lokale-nyheder/20170322/artikler/170329807/1449 …	4	1	1490208761	
22. mar.	https://twitter.com/soerenwillumsen/status/844621664159707136	Søren Willumsen	@soerenwillumsen	Bredt ja i byrådet til at undersøge nyt stadion http://stiften.dk/artikel/443969  #aarhus #aarhusstadion #ultratwitteragf	2	0	1490208471	
22. mar.	https://twitter.com/mufcdk/status/844620075562864641	Martin Hansen	@mufcdk	Nyt/ombygget #ultratwitteragf stadion lever endnu: http://www.morethanaclub.dk/positiv-vinde-aarhus-byraad-omkring-nyt-stadion-multiarena/?utm_source=dlvr.it&utm_medium=facebook …	8	1	1490208092	
22. mar.	https://twitter.com/NaestAar/status/844613693824548871	Kim Næst' Aar Jensen	@NaestAar	Lad os nu komme i gang med euro-kval: 1) runde: SIF-AaB: 1-1 VFF-AGF 1-3 2) runde: AGF-SIF 10-0 Voila, vi er over stregen #ultratwitteragf	17	1	1490206571	
22. mar.	https://twitter.com/CharSteg/status/844611851983970304	Charlotte Stegger	@CharSteg	jeg vil gerne bytte med en af #ultratwitteragf s andre mandagskampe	1	0	1490206132	
22. mar.	https://twitter.com/jacobsejer/status/844610028556472320	Jacob Sejer	@jacobsejer	AGF har ikke tabt en mandagskamp i denne sæson (4 k/8 p) Måske er det slet så dårligt med alle de mandagskampe. #ultratwitteragf #sldk	9	1	1490205697	
22. mar.	https://twitter.com/lars_lausen176/status/844608567311319047	Lars Lund Lausen	@lars_lausen176	Fuck jer Viasat og Discovery, 4 mandagskampe ud 6 mulige, i er en fucking joke #sldk #ultratwitteragf #fuckmodernefodbold	1	0	1490205349	
22. mar.	https://twitter.com/mathies176/status/844604562585665543	Mathies Dalsgaard	@mathies176	4 mandagskampe til #ultratwitteragf ud af 6 mulige er DYBT til grin! #sldk #ImodMandagskampe #ToTerrorangrebPåEnDag	1	0	1490204394	
22. mar.	https://twitter.com/ralle8K/status/844603817220083712	Rasmus Vind	@ralle8K	Nå nå, her gik man og troede man kunne slappe lidt af om mandagen... #ultratwitteragf #ksdh	0	0	1490204216	
22. mar.	https://twitter.com/laianders/status/844603496557166594	Anders Lai	@laianders	Seks kampe - tre af dem om mandagen - det er ikke optimalt #ultratwitteragf #sldk #ksdh	0	0	1490204140	
22. mar.	https://twitter.com/CharSteg/status/844602845802512393	Charlotte Stegger	@CharSteg	4 ud af 6 kampe mandag aften. Så bliver der desværre ikke mange busture fra #agffanssjaelland i foråret #ultratwitteragf https://twitter.com/agffodbold/status/844597513491492869 …	0	0	1490203985	
22. mar.	https://twitter.com/Rands93/status/844599060241797122	Simon Rands	@Rands93	Really? 4 mandagskampe?!? Den ene kl. 20.15? Fedt fedt fedt... #ultratwitteragf	2	0	1490203082	
22. mar.	https://twitter.com/AGFFodbold/status/844597513491492869	AGF	@AGFFodbold	Mange har efterspurgt de nøjagtige spilletidspunkter for slutspillet. De kan nu ses her: http://www.superliga.dk/artikel/kampprogrammet-runde-27-32-er-klar … #ksdh #ultratwitteragf	2	0	1490202713	
22. mar.	https://twitter.com/martinrsteen/status/844596136144973824	Martin Steen	@martinrsteen	Sikke et herligt kamp program, 4 ud af 6 er mandagskampe.. #ultratwitteragf	0	0	1490202385	
22. mar.	https://twitter.com/mufcdk/status/844499656591728642	Martin Hansen	@mufcdk	Hvad så @MJGravgaard er hestene blevet så misundelig over at miste spillere til #ultratwitteragf at i er begyndt at kopiere storebror? #sldk	5	1	1490179382	
22. mar.	https://twitter.com/AGFFodbold/status/844495332578918401	AGF	@AGFFodbold	Trods et nederlag fik en ung mand en fin oplevelse i søndags. Tak fordi du kom Jonas. https://youtu.be/QVruO2ux4JA  #ksdh #ultratwitteragf	13	6	1490178351	
22. mar.	https://twitter.com/thomashaumann/status/844494021368123396	Thomas Haumann	@thomashaumann	hmmmm #ultratwitteragf #HamKUNNEviIKKEbrugehttps://twitter.com/Mkuduz/status/843875038084382720 …	1	0	1490178039	
22. mar.	https://twitter.com/niels_neutron/status/844492588187029504	Henrik Nielsen	@niels_neutron	Havde det så kun været på stadionfronten. Er mere bekymret over, at vi er bagefter sportsligt http://www.morethanaclub.dk/jacob-nielsen-vi-haabloest-bagefter-paa-stadion-fronten/ … #ultratwitteragf #ksdh	0	0	1490177697	
22. mar.	https://twitter.com/StureSandoe/status/844476486606295040	Sture Sandø	@StureSandoe	"En “AGF-sikret"" trappe i Hammerslag, @cdegn? Går min licens virkelig til AGF-bashing?? #sldk #ultratwitteragf pic.twitter.com/ufHDY6AhhB"	19	1	1490173858	
21. mar.	https://twitter.com/larsjakobsencom/status/844271257914871808	Lars Jakobsen	@larsjakobsencom	Det er uhyggeligt... opvaskeren på Riget har også lige set #ultratwitteragf program i nedrykningsspillet https://youtu.be/bbK1ZOp6VI0 	1	0	1490124928	
21. mar.	https://twitter.com/laianders/status/844244307687194624	Anders Lai	@laianders	Så mange dage med pulsen i det ildrøde felt #ultratwitteragf #kadh #sldkhttps://twitter.com/agffodbold/status/844204939987632129 …	0	0	1490118502	
21. mar.	https://twitter.com/KFrydensbjerg/status/844218434611302402	Kenneth Frydensbjerg	@KFrydensbjerg	Ved endnu ikke om jeg skal inviterer gæster til fødselsdag eller på Ceres Park 2. april... #ultratwitteragf https://twitter.com/dennisbjerre/status/844206266755043331 …	2	0	1490112334	
21. mar.	https://twitter.com/BPDue/status/844207350777110528	Bjørn Due	@BPDue	Vist et ret perfekt program for AGF, omend at starte mod Silkeborg kunne være endnu mere ideelt #ultratwitteragf	0	0	1490109691	
21. mar.	https://twitter.com/larsjakobsencom/status/844206802619240448	Lars Jakobsen	@larsjakobsencom	Holdt mig fra at indlede samtaler med personer iført Brøndby og Silkeborg trøjer til fitness grundet tiderne #ultratwitteragf	1	0	1490109561	
21. mar.	https://twitter.com/KesseTilsted/status/844206728539525121	Christian Tilsted	@KesseTilsted	3 point i alle kampe, de andre hold er jo bundhold! #agfghost #ultratwitteragf	2	0	1490109543	
21. mar.	https://twitter.com/AGFFodbold/status/844204939987632129	AGF	@AGFFodbold	Sådan ser programmet ud for vores pulje i @Superligaen's slutspil. Læs mere over på AGF.dk #ultratwitteragf #ksdh pic.twitter.com/yDdhuEWqKJ	9	3	1490109116	
21. mar.	https://twitter.com/thomashaumann/status/844204677851963392	Thomas Haumann	@thomashaumann	Uhyggeligt spændende #ultratwitteragf #sldkpic.twitter.com/mTGjiwo9l9	0	0	1490109054	
21. mar.	https://twitter.com/KFrydensbjerg/status/844176058719113216	Kenneth Frydensbjerg	@KFrydensbjerg	Både Ronaldinho og Martin Spelmann har fødselsdag i dag. To yderpoler på fodboldens akse. #sldk #ultratwitteragf	1	0	1490102231	
21. mar.	https://twitter.com/stupidpussy/status/844159347919917057	Amarone Bold	@stupidpussy	.@PelleNunan @twhjerne #ultratwitteragf er ofte god humor	0	0	1490098246	
21. mar.	https://twitter.com/MortenHeath/status/844133039802368000	Morten Heath	@MortenHeath	Jeg ved godt det er fedt at være optimist, men #visesiførstediv #ultratwitteragf #fmlhttp://stiften.dk/artikel/443468 	0	1	1490091974	
21. mar.	https://twitter.com/MichaelSten/status/844125520614866944	Michael Sten Jensen	@MichaelSten	Glen Riddersholm var i weekenden misundelig på sine kolleger. Turns out.... (via @danskfodboldcom ) #ultratwitteragf pic.twitter.com/3FinNdb1qv	35	8	1490090181	
21. mar.	https://twitter.com/jlilmoes/status/844114054436274176	Jonathan Lilmoes	@jlilmoes	Jeg har det fra en troværdig kilde, at der er sorteret en del ud i skuffelsen :) #ultratwitteragf	1	0	1490087448	
21. mar.	https://twitter.com/StureSandoe/status/844106529871683585	Sture Sandø	@StureSandoe	Jeg siger ikke, at det lå i kortene for et år siden... men det gjorde det. @FrejElbaek #ultratwitteragf #sldk https://twitter.com/StureSandoe/status/717078817408421889 …pic.twitter.com/juGMG6iJPx	15	2	1490085654	
